CASC;Site 9401 (SLS-2)| Jiuquan Satellite Launch Center| China;Sun May 31| 2020 08:53 UTC;Long March 2D | Gaofen-9-02 & HEAD-4;Landed;78,6;Success;4;5
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Sat May 30| 2020 19:22 UTC;Falcon 9 Block 5 | SpaceX Demo-2;Crash;353,83;Success;2;5
CASC;Xichang Satellite Launch Center| China;Fri May 29| 2020 20:13 UTC;Long March 11 | XJS-G and XJS-H;Lost;190,89;Success;2;6
Virgin Orbit;Cosmic Girl| Mojave Air and Space Port| California| USA;Mon May 25| 2020 19:50 UTC;LauncherOne | Demo Flight;Landed;117,78;Failure;3;4
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Fri May 22| 2020 07:31 UTC;Soyuz 2.1b/Fregat-M | Cosmos 2546;Landed;98,54;Success;1;3
MHI;LA-Y2| Tanegashima Space Center| Japan;Wed May 20| 2020 17:31 UTC;H-IIB | HTV-9;Lost;334,17;Success;1;3
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Sun May 17| 2020 13:14 UTC;Atlas V 501 | OTV-6 (USSF-7);Crash;303,28;Success;4;8
ExPace;Site 95| Jiuquan Satellite Launch Center| China;Tue May 12| 2020 01:16 UTC;Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02;Landed;421,04;Success;2;5
CASC;LC-101| Wenchang Satellite Launch Center| China;Tue May 05| 2020 10:00 UTC;Long March 5B | Test Flight (New Crew Capsule);Crash;159,82;Success;5;6
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Sat Apr 25| 2020 01:51 UTC;Soyuz 2.1a | Progress MS-14;Fixing;43,77;Success;4;7
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Wed Apr 22| 2020 19:30 UTC;Falcon 9 Block 5 | Starlink V1 L6;Lost;102,36;Success;4;1
IRGC;Launch Plateform| Shahrud Missile Test Site;Wed Apr 22| 2020 03:59 UTC;Qased | Noor 1;Crash;345,36;Success;3;5
CASC;LC-2| Xichang Satellite Launch Center| China;Thu Apr 09| 2020 11:46 UTC;Long March 3B/E | Nusantara Dua;Landed;335,42;Failure;4;7
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Thu Apr 09| 2020 08:05 UTC;Soyuz 2.1a | Soyuz MS-16;Fixing;46,55;Success;2;4
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu Mar 26| 2020 20:18 UTC;Atlas V 551 | AEHF 6;Landed;414,19;Success;1;7
CASC;LC-3| Xichang Satellite Launch Center| China;Tue Mar 24| 2020 03:43 UTC;Long March 2C | Yaogan-30-06;Fixing;247,71;Success;4;2
Arianespace;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Sat Mar 21| 2020 17:06 UTC;Soyuz 2.1b/Fregat | OneWeb #3;Landed;329,04;Success;5;10
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Wed Mar 18| 2020 12:16 UTC;Falcon 9 Block 5 | Starlink V1 L5;Landed;183,76;Success;5;3
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Mon Mar 16| 2020 18:28 UTC;Soyuz 2.1b/Fregat-M | Cosmos 2545;Lost;98,57;Success;2;4
CASC;LC-201| Wenchang Satellite Launch Center| China;Mon Mar 16| 2020 13:34 UTC;Long March 7A | XJY-6;Landed;320,94;Failure;3;6
CASC;LC-2| Xichang Satellite Launch Center| China;Mon Mar 09| 2020 11:55 UTC;Long March 3B/E | Beidou-3 G2;Crash;405,2;Success;1;9
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Sat Mar 07| 2020 04:50 UTC;Falcon 9 Block 5 | CRS-20;Crash;100,72;Success;2;1
VKS RF;Site 43/3| Plesetsk Cosmodrome| Russia;Thu Feb 20| 2020 08:24 UTC;Soyuz 2.1a/Fregat-M | Meridian-M nâ€ Â­19L;Fixing;381,51;Success;5;4
CASC;LC-3| Xichang Satellite Launch Center| China;Wed Feb 19| 2020 21:07 UTC;Long March 2D | XJS-C to F;Fixing;93,26;Success;3;7
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Tue Feb 18| 2020 22:18 UTC;Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B;Fixing;375,21;Success;1;8
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Mon Feb 17| 2020 15:05 UTC;Falcon 9 Block 5 | Starlink V1 L4;Lost;427,76;Success;2;6
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Sat Feb 15| 2020 20:21 UTC;Antares 230+ | CRS NG-13;Fixing;428,11;Success;1;9
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Mon Feb 10| 2020 04:03 UTC;Atlas V 411 | Solar Orbiter;Landed;87,34;Success;4;8
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Sun Feb 09| 2020 15:48 UTC;Simorgh | Zafar 1;Lost;161,83;Failure;5;4
MHI;LA-Y1| Tanegashima Space Center| Japan;Sun Feb 09| 2020 01:34 UTC;H-IIA 202 | IGS-Optical 7;Crash;300,74;Success;2;7
Arianespace;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Thu Feb 06| 2020 21:42 UTC;Soyuz 2.1b/Fregat | OneWeb #2;Landed;55,3;Success;1;8
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Fri Jan 31| 2020 02:56 UTC;Electron/Curie | Birds of a Feather / NROL-151;Crash;419,65;Success;5;7
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Wed Jan 29| 2020 14:06 UTC;Falcon 9 Block 5 | Starlink V1 L3;Landed;179,01;Success;2;1
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Sun Jan 19| 2020 15:30 UTC;Falcon 9 Block 5 | Crew Dragon Inflight Abort Test;Landed;293,12;Success;1;9
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Jan 16| 2020 21:05 UTC;Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30;Crash;89,14;Success;2;5
ExPace;Site 95| Jiuquan Satellite Launch Center| China;Thu Jan 16| 2020 03:02 UTC;Kuaizhou 1A | Yinhe-1;Fixing;149,57;Success;4;10
CASC;LC-9| Taiyuan Satellite Launch Center| China;Wed Jan 15| 2020 02:53 UTC;Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8;Lost;193,48;Success;3;6
CASC;LC-2| Xichang Satellite Launch Center| China;Tue Jan 07| 2020 15:20 UTC;Long March 3B/E | TJSW-5;Lost;255,95;Success;3;2
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue Jan 07| 2020 02:19 UTC;Falcon 9 Block 5 | Starlink V1 L2;Landed;71,45;Success;2;2
CASC;LC-101| Wenchang Satellite Launch Center| China;Fri Dec 27| 2019 12:45 UTC;Long March 5 | Shijian-20;Landed;246,68;Success;4;10
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Thu Dec 26| 2019 23:11 UTC;Rokot/Briz KM | Gonets-M ???24| 25| 26 [block-15] & Blits-M1;Crash;413,93;Success;5;3
Roscosmos;Site 81/24| Baikonur Cosmodrome| Kazakhstan;Tue Dec 24| 2019 12:03 UTC;Proton-M/DM-3 | Elektro-L nâ€ Â­3;Landed;58,95;Success;3;10
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri Dec 20| 2019 11:36 UTC;Atlas V N22 | Starliner OFT;Crash;317,56;Success;3;9
CASC;LC-9| Taiyuan Satellite Launch Center| China;Fri Dec 20| 2019 03:22 UTC;Long March 4B | CBERS-4A| ETRSS-1 & Others;Fixing;404,61;Success;4;10
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Wed Dec 18| 2019 08:54 UTC;Soyuz ST-A/Fregat-M | CSG-1| CHEOPS & Others;Landed;116,33;Success;5;6
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue Dec 17| 2019 00:10 UTC;Falcon 9 Block 5 | JCSAT-18 / Kacific-1;Fixing;304,03;Success;2;9
CASC;LC-3| Xichang Satellite Launch Center| China;Mon Dec 16| 2019 07:22 UTC;Long March 3B/YZ-1 | BeiDou-3 M19 & M20;Crash;103,68;Success;3;2
Blue Origin;Blue Origin Launch Site| West Texas| Texas| USA;Wed Dec 11| 2019 17:55 UTC;New Shepard | NS-12;Crash;196,24;Success;5;10
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Wed Dec 11| 2019 09:55 UTC;PSLV-QL | RISAT 2BR1;Crash;445,53;Success;4;4
VKS RF;Site 43/3| Plesetsk Cosmodrome| Russia;Wed Dec 11| 2019 08:54 UTC;Soyuz 2.1b/Fregat | Cosmos 2544;Crash;362,15;Success;5;6
ExPace;Site 9401 (SLS-2)| Jiuquan Satellite Launch Center| China;Sat Dec 07| 2019 08:52 UTC;Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B;Crash;382,29;Success;1;3
ExPace;Taiyuan Satellite Launch Center| China;Sat Dec 07| 2019 02:55 UTC;Kuaizhou 1A | Jilin-1 Gaofen-02B;Lost;121,16;Success;5;3
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Fri Dec 06| 2019 09:34 UTC;Soyuz 2.1a | Progress MS-13 (74P);Fixing;128,15;Success;2;1
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Fri Dec 06| 2019 08:18 UTC;Electron/Curie | Running Out Of Fingers;Fixing;160,92;Success;4;5
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Thu Dec 05| 2019 17:29 UTC;Falcon 9 Block 5 | CRS-19;Lost;444,34;Success;4;10
CASC;LC-9| Taiyuan Satellite Launch Center| China;Wed Nov 27| 2019 23:52 UTC;Long March 4C | Gaofen-12;Lost;345,77;Success;2;7
ISRO;Second Launch Pad| Satish Dhawan Space Centre| India;Wed Nov 27| 2019 03:58 UTC;PSLV-XL | Cartosat-3 & Rideshares;Lost;198,44;Success;1;9
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Tue Nov 26| 2019 21:23 UTC;Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1;Lost;193,55;Success;3;8
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Mon Nov 25| 2019 17:52 UTC;Soyuz 2.1v/Volga | Cosmos 2542 & 2543;Crash;197,32;Success;5;8
CASC;LC-3| Xichang Satellite Launch Center| China;Sat Nov 23| 2019 00:55 UTC;Long March 3B/YZ-1 | BeiDou-3 M21 & M22;Lost;318,88;Success;2;7
ExPace;Site 95| Jiuquan Satellite Launch Center| China;Sun Nov 17| 2019 10:00 UTC;Kuaizhou 1A | KL-Alpha A| KL-Alpha B;Lost;141,04;Success;3;4
CASC;LC-16| Taiyuan Satellite Launch Center| China;Wed Nov 13| 2019 06:35 UTC;Long March 6 | Ningxia-1 (x5);Fixing;338,16;Success;5;5
ExPace;Site 95| Jiuquan Satellite Launch Center| China;Wed Nov 13| 2019 03:40 UTC;Kuaizhou 1A | Jilin 1-02A;Landed;209,07;Success;4;8
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Mon Nov 11| 2019 14:56 UTC;Falcon 9 Block 5 | Starlink V1 L1;Lost;319,85;Success;2;8
CASC;LC-2| Xichang Satellite Launch Center| China;Mon Nov 04| 2019 17:43 UTC;Long March 3B/E | Beidou-3 IGSO-3;Fixing;66,5;Success;2;4
CASC;LC-9| Taiyuan Satellite Launch Center| China;Sun Nov 03| 2019 03:22 UTC;Long March 4B | Gaofen-7;Landed;324,82;Success;2;3
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Sat Nov 02| 2019 13:59 UTC;Antares 230+ | CRS NG-12;Landed;233,32;Success;5;10
Exos;Vertical Launch Area| Spaceport America| New Mexico;Sat Oct 26| 2019 17:40 UTC;SARGE | Launch 4;Fixing;205,65;Failure;5;2
CASC;LC-3| Xichang Satellite Launch Center| China;Thu Oct 17| 2019 15:21 UTC;Long March 3B/E | TJSW-4;Fixing;302,68;Success;4;3
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Thu Oct 17| 2019 01:22 UTC;Electron/Curie | As The Crow Flies;Landed;144,71;Success;2;2
Northrop;Stargazer| Cape Canaveral AFS| Florida| USA;Fri Oct 11| 2019 01:59 UTC;Pegasus XL | ICON;Fixing;263,88;Success;3;4
ILS;Site 200/39| Baikonur Cosmodrome| Kazakhstan;Wed Oct 09| 2019 10:17 UTC;Proton-M/Briz-M | Eutelsat 5 West B & MEV-1;Landed;174,12;Success;2;1
CASC;LC-9| Taiyuan Satellite Launch Center| China;Fri Oct 04| 2019 18:51 UTC;Long March 4C | Gaofen 10 (Replacement);Landed;216,57;Success;3;3
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Thu Sep 26| 2019 07:46 UTC;Soyuz 2.1b/Fregat | Cosmos 2541;Fixing;75,07;Success;2;8
Roscosmos;Site 1/5| Baikonur Cosmodrome| Kazakhstan;Wed Sep 25| 2019 13:57 UTC;Soyuz FG | Soyuz MS-15 (61S);Lost;242,98;Success;4;1
CASC;Site 9401 (SLS-2)| Jiuquan Satellite Launch Center| China;Wed Sep 25| 2019 00:54 UTC;Long March 2D | Yunhai-1-02;Landed;438,63;Success;2;3
MHI;LA-Y2| Tanegashima Space Center| Japan;Tue Sep 24| 2019 16:05 UTC;H-IIB | HTV-8;Lost;106,57;Success;2;1
CASC;LC-2| Xichang Satellite Launch Center| China;Sun Sep 22| 2019 21:10 UTC;Long March 3B/YZ-1 | BeiDou-3 M23 & M24;Landed;350,09;Success;3;1
CASC;Site 95| Jiuquan Satellite Launch Center| China;Thu Sep 19| 2019 06:42 UTC;Long March 11 | Zhuhai-1 Group 03;Fixing;185,9;Success;2;4
CASC;LC-9| Taiyuan Satellite Launch Center| China;Thu Sep 12| 2019 03:26 UTC;Long March 4B | Ziyuan-2D| BNU-1 & Taurus-1;Fixing;403,74;Success;3;10
ExPace;Site 95| Jiuquan Satellite Launch Center| China;Fri Aug 30| 2019 23:41 UTC;Kuaizhou 1A | KX-09 & Others;Landed;365,88;Success;5;3
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Fri Aug 30| 2019 14:00 UTC;Rokot/Briz KM | Cosmos 2540;Crash;431,93;Success;4;5
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Thu Aug 29| 2019 14:00 UTC;Safir-1B+ | Nahid-1;Lost;234,73;Prelaunch Failure;4;3
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Thu Aug 22| 2019 13:06 UTC;Delta IV Medium+ (4|2) | GPS III SV02;Crash;307;Success;3;9
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Thu Aug 22| 2019 03:38 UTC;Soyuz 2.1a | Soyuz MS-14 (60S);Fixing;34,31;Success;4;7
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Mon Aug 19| 2019 12:12 UTC;Electron/Curie | Look Ma| No Hands!;Crash;349,67;Success;2;7
CASC;LC-2| Xichang Satellite Launch Center| China;Mon Aug 19| 2019 12:03 UTC;Long March 3B/E | ChinaSat 18;Landed;351,12;Success;1;8
CASC;Site 95| Jiuquan Satellite Launch Center| China;Sat Aug 17| 2019 04:11 UTC;Jielong-1 | Tianqi-4 & Others;Lost;407,21;Success;5;4
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu Aug 08| 2019 10:13 UTC;Atlas V 551 | AEHF 5;Lost;134,1;Success;5;2
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue Aug 06| 2019 23:23 UTC;Falcon 9 Block 5 | AMOS-17;Crash;107,44;Success;4;2
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Tue Aug 06| 2019 19:30 UTC;Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39;Lost;312,84;Success;5;9
Roscosmos;Site 81/24| Baikonur Cosmodrome| Kazakhstan;Mon Aug 05| 2019 21:56 UTC;Proton-M/Briz-M | Cosmos 2539;Crash;81,94;Success;4;6
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Wed Jul 31| 2019 12:10 UTC;Soyuz 2.1a | Progress MS-12;Lost;235,11;Success;4;6
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Tue Jul 30| 2019 05:56 UTC;Soyuz 2.1a/Fregat-M | Meridian-M nâ€ Â­18L;Landed;416,67;Success;4;6
CASC;LC-3| Xichang Satellite Launch Center| China;Fri Jul 26| 2019 03:57 UTC;Long March 2C | Yaogan-30-05;Lost;342,98;Success;5;2
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Thu Jul 25| 2019 22:01 UTC;Falcon 9 Block 5 | CRS-18;Landed;331,93;Success;3;6
i-Space;Site 95| Jiuquan Satellite Launch Center| China;Thu Jul 25| 2019 05:00 UTC;Hyperbola-1 | CAS-7B & Others;Fixing;156,79;Success;5;7
ISRO;Second Launch Pad| Satish Dhawan Space Centre| India;Mon Jul 22| 2019 09:13 UTC;GSLV Mk III | Chandrayaan-2 lunar mission;Fixing;105,16;Success;1;7
Roscosmos;Site 1/5| Baikonur Cosmodrome| Kazakhstan;Sat Jul 20| 2019 16:28 UTC;Soyuz FG | Soyuz MS-13 (59S);Lost;139,77;Success;4;8
Roscosmos;Site 81/24| Baikonur Cosmodrome| Kazakhstan;Sat Jul 13| 2019 12:31 UTC;Proton-M/DM-3 | Spektr-RG;Lost;293,25;Success;1;1
Arianespace;ELV-1 (SLV)| Guiana Space Centre| French Guiana| France;Thu Jul 11| 2019 01:53 UTC;Vega | Falcon Eye 1;Landed;443,6;Failure;1;7
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Wed Jul 10| 2019 17:14 UTC;Soyuz 2.1v/Volga | Cosmos 2535 to 2538;Fixing;430,59;Success;1;5
Roscosmos;Site 1S| Vostochny Cosmodrome| Russia;Fri Jul 05| 2019 05:41 UTC;Soyuz 2.1b/Fregat-M | Meteor-M No.2-2| Landmapper-BC 5 & 6| and Others;Crash;107,24;Success;5;5
Exos;Vertical Launch Area| Spaceport America| New Mexico;Sat Jun 29| 2019 18:00 UTC;SARGE | Launch 3;Fixing;263,48;Partial Failure;1;7
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Sat Jun 29| 2019 04:30 UTC;Electron/Curie | Make it Rain;Lost;388,78;Success;2;8
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Tue Jun 25| 2019 06:30 UTC;Falcon Heavy | STP-2;Landed;211,72;Success;4;9
CASC;LC-3| Xichang Satellite Launch Center| China;Mon Jun 24| 2019 18:09 UTC;Long March 3B/E | Beidou-3 IGSO-2;Lost;44,24;Success;3;1
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Jun 20| 2019 21:43 UTC;Ariane 5 ECA | Eutelsat 7C &  AT&T T-16;Fixing;162,31;Success;2;7
SpaceX;SLC-4E| Vandenberg AFB| California| USA;Wed Jun 12| 2019 14:17 UTC;Falcon 9 Block 5 | RADARSAT Constellation;Landed;46,73;Success;3;6
CASC;Tai Rui Barge| Yellow Sea;Wed Jun 05| 2019 04:06 UTC;Long March 11H | Jilin-1 & Others;Landed;289,92;Success;5;8
Roscosmos;Site 200/39| Baikonur Cosmodrome| Kazakhstan;Thu May 30| 2019 17:42 UTC;Proton-M/Briz-M | Yamal-601;Fixing;155,17;Success;4;5
Roscosmos;Site 43/4| Plesetsk Cosmodrome| Russia;Mon May 27| 2019 06:23 UTC;Soyuz 2.1b/Fregat-M | Cosmos 2534;Crash;102,03;Success;3;4
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Fri May 24| 2019 02:30 UTC;Falcon 9 Block 5 | Starlink V0.9;Fixing;356,9;Success;5;9
CASC;LC-9| Taiyuan Satellite Launch Center| China;Wed May 22| 2019 22:55 UTC;Long March 4C | Yaogan Weixing-33;Fixing;389,98;Failure;1;6
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Wed May 22| 2019 00:00 UTC;PSLV-CA | RISAT-2B;Landed;269,68;Success;5;9
CASC;LC-2| Xichang Satellite Launch Center| China;Fri May 17| 2019 15:48 UTC;Long March 3C/E | Beidou-2 G8;Landed;36,02;Success;3;3
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Sun May 05| 2019 06:00 UTC;Electron/Curie | That's a Funny Looking Cactus;Lost;420,52;Success;2;5
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Sat May 04| 2019 06:48 UTC;Falcon 9 Block 5 | CRS-17;Lost;352,43;Success;5;4
Blue Origin;Blue Origin Launch Site| West Texas| Texas| USA;Thu May 02| 2019 13:35 UTC;New Shepard | NS-11;Lost;242,92;Success;3;4
CASC;Taiyuan Satellite Launch Center| China;Mon Apr 29| 2019 22:52 UTC;Long March 4B | Tianhui-2 Group 01;Lost;164,52;Success;2;6
CASC;LC-3| Xichang Satellite Launch Center| China;Sat Apr 20| 2019 14:30 UTC;Long March 3B/E | Beidou-3 IGSO-1;Crash;172,5;Success;2;4
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Wed Apr 17| 2019 20:46 UTC;Antares 230 | CRS NG-11;Fixing;383,57;Success;1;7
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Thu Apr 11| 2019 22:35 UTC;Falcon Heavy | ArabSat 6A;Fixing;90,53;Success;3;1
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Thu Apr 04| 2019 17:04 UTC;Soyuz ST-B/Fregat-MT | O3b FM17-FM20;Lost;399,22;Success;4;5
Roscosmos;Site 31/6| Baikonur Cosmodrome| Kazakhstan;Thu Apr 04| 2019 11:01 UTC;Soyuz 2.1a | Progress MS-11 (72P);Fixing;377,03;Success;2;2
ISRO;Second Launch Pad| Satish Dhawan Space Centre| India;Mon Apr 01| 2019 03:57 UTC;PSLV-QL | EMISAT & Rideshares;Lost;41,12;Success;2;1
CASC;LC-2| Xichang Satellite Launch Center| China;Sun Mar 31| 2019 15:51 UTC;Long March 3B/E | Tianlian-2;Fixing;98,96;Success;4;8
Rocket Lab;Rocket Lab LC-1A| M?Â�hia Peninsula| New Zealand;Thu Mar 28| 2019 23:27 UTC;Electron/Curie | Two Thumbs Up;Lost;58,06;Success;4;7
OneSpace;Site 95| Jiuquan Satellite Launch Center| China;Wed Mar 27| 2019 09:39 UTC;OS-M1 | Lingque-1B;Lost;114,2;Failure;4;9
Arianespace;ELV-1 (SLV)| Guiana Space Centre| French Guiana| France;Fri Mar 22| 2019 01:50 UTC;Vega | PRISMA;Crash;94,98;Success;3;4
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Sat Mar 16| 2019 00:26 UTC;Delta IV Medium+ (5|4) | WGS-10;Fixing;445,08;Success;1;7
Roscosmos;Site 1/5| Baikonur Cosmodrome| Kazakhstan;Thu Mar 14| 2019 19:14 UTC;Soyuz FG | Soyuz MS-12 (58S);Lost;229,55;Success;3;1
CASC;LC-3| Xichang Satellite Launch Center| China;Sat Mar 09| 2019 16:28 UTC;Long March 3B/E | Zhongxing-6C;Landed;316,23;Success;5;7
Exos;Vertical Launch Area| Spaceport America| New Mexico;Sat Mar 02| 2019 17:45 UTC;SARGE | Launch 2;Fixing;372,99;Partial Failure;3;6
SpaceX;LC-39A| Kennedy Space Center| Florida| USA;Sat Mar 02| 2019 07:49 UTC;Falcon 9 Block 5 | SpaceX Demo-1;Crash;421,69;Success;4;3
